"상품군별","판매매체별",2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09 p),2022.10 p)
"애완용품","모바일쇼핑",30247,37709,40078,35774,33175,33360,35931,37525,41752,41763,46998,39074,47640,40717,45674,47974,47039,51652,53975,50031,48060,48566,48551,48227,52633,45431,51353,51858,53419,55761,55767,55364,57337,63472,62941,62290,63740,65025,68834,67869,69242,66774,73875,72130,74515,76135,75811,83647,82825,73569,82444,81471,84573,84084,85770,88284,89583,90059,89931,98362,94450,93982,104397,99659,103471,104613,106326,111862,108610,102708
"여행 및 교통서비스","계",1215463,1110440,1072596,1134841,1181895,1210908,1379402,1406339,1222948,1207513,1157662,1278343,1491434,1246049,1264187,1320458,1429210,1413924,1568131,1560063,1265599,1329206,1296434,1396719,1538638,1417432,1379761,1395058,1489894,1483712,1651491,1692768,1370146,1486653,1497585,1619104,1534453,704247,336480,435031,553641,593576,793270,789174,547636,683168,691149,470483,499475,578007,622749,698779,791942,816445,810980,802047,774895,924232,1018954,1003605,939991,793741,967886,1364234,1600826,1623473,1785072,1867547,1687908,1700972
"여행 및 교통서비스","인터넷쇼핑",603688,552472,510654,534384,574594,605089,643280,645755,538530,549027,518560,522992,685630,548038,569662,588518,632925,627024,668379,650988,515727,586580,548742,572556,634258,587030,581118,586949,614613,612674,657421,658142,533192,598342,607963,641388,560030,243467,81432,93703,120246,135792,177735,176156,115606,159613,164111,97517,91723,124849,135933,170288,201002,205976,210148,205642,198485,232840,287195,249931,220162,199074,296970,451915,545593,575398,590118,600260,584261,603365
"여행 및 교통서비스","모바일쇼핑",611775,557968,561942,600457,607302,605819,736121,760584,684418,658486,639102,755350,805804,698011,694525,731940,796285,786901,899752,909075,749872,742626,747692,824163,904380,830402,798643,808109,875280,871038,994070,1034627,836955,888311,889622,977716,974423,460780,255047,341328,433394,457784,615535,613018,432030,523556,527039,372965,407752,453158,486816,528491,590940,610468,600832,596405,576410,691391,731760,753673,719829,594667,670916,912319,1055233,1048074,1194953,1267287,1103647,1097607
"문화 및 레저서비스","계",164254,123892,138133,119599,133785,144311,151647,184883,127031,179505,145082,207050,182387,151838,171416,164965,153740,169621,164228,213527,183281,186480,187011,196749,167713,182936,176085,200034,204178,248326,215929,220069,166651,206700,206813,184605,159324,59733,24483,31345,54981,48133,80139,62277,43615,81092,71748,13247,33959,75460,85541,86262,99403,124714,88312,99426,95870,140517,186279,142447,136532,98185,118425,173180,257226,313027,267509,243688,217727,234732
"문화 및 레저서비스","인터넷쇼핑",94242,72901,88936,66084,76776,86509,82271,101624,74496,97818,65460,71778,64022,61442,96087,67870,61998,74968,63614,75356,73836,61376,73373,69403,68836,69543,73468,94922,100869,110917,93469,96812,83251,115207,88214,68436,56757,23916,7925,10968,18870,16451,26991,17358,13055,30193,31263,5373,11864,27763,31829,33138,36310,48142,32184,35024,32693,54820,77348,51179,53125,40281,53920,69733,101309,129907,94157,89491,93951,103911
"문화 및 레저서비스","모바일쇼핑",70012,50991,49197,53515,57009,57802,69376,83259,52535,81688,79622,135272,118365,90396,75329,97095,91742,94653,100614,138171,109445,125104,113638,127346,98877,113392,102617,105113,103309,137409,122460,123257,83400,91494,118599,116169,102567,35817,16558,20377,36111,31682,53148,44919,30560,50899,40486,7874,22095,47697,53712,53124,63094,76572,56128,64402,63178,85697,108930,91268,83407,57904,64505,103447,155917,183121,173352,154197,123776,130821
"e쿠폰서비스","계",88648,80796,90149,84933,98613,95019,91627,100868,100399,96038,124328,150210,105594,129231,139594,133138,169050,165691,171906,180791,203876,202733,239185,267753,240122,234109,257544,226798,275980,259856,282476,309178,276810,302371,369420,345362,312498,329947,354055,339841,345582,315187,348389,353423,403379,363560,408354,524782,464339,480745,486738,443371,497275,484656,487676,483107,532731,451915,509509,631384,593409,528164,565337,519517,593310,484833,556975,577392,657535,575278
"e쿠폰서비스","인터넷쇼핑",14216,11707,12277,12206,14631,16151,15604,17291,17375,16436,20237,27963,20062,20823,23768,21048,31942,34733,32188,27793,35669,34178,39540,40676,35976,26790,34335,29748,35151,33275,35781,53619,34358,35621,45788,40531,35544,36270,49163,40398,45548,42596,52710,46214,49999,50983,53797,51657,54440,49421,61454,45919,52104,56927,55499,52168,48473,42362,44170,62115,55963,53665,62576,59121,70160,52460,66769,81255,94447,91146
"e쿠폰서비스","모바일쇼핑",74432,69089,77872,72727,83982,78868,76023,83577,83024,79602,104091,122247,85532,108408,115826,112090,137108,130958,139718,152998,168207,168555,199645,227077,204146,207319,223209,197050,240829,226581,246695,255559,242452,266750,323632,304831,276954,293677,304892,299443,300034,272591,295679,307209,353380,312577,354557,473125,409899,431324,425284,397452,445171,427729,432177,430939,484258,409553,465339,569269,537446,474499,502761,460396,523150,432373,490206,496137,563088,484132
"음식서비스","계",183355,173924,192095,196543,210565,195630,224624,253760,239118,242774,280640,339540,347457,324245,361763,365956,389395,413053,456927,496930,463750,502456,510496,630349,621909,614963,694509,686320,742382,774478,828915,917005,854892,913722,1026981,1059286,1063820,1135331,1252462,1263148,1320798,1253440,1378600,1676687,1603614,1546338,1642625,2197375,2030620,1824078,1965974,1975909,2140672,1971954,2377984,2418806,2187844,2263884,2071141,2449469,2388571,2244240,2380426,2089098,2065348,2062502,2250976,2235044,1953556,2090977
"음식서비스","인터넷쇼핑",32810,28759,30493,30273,31139,25541,27301,34667,30106,32224,34430,40576,37792,35445,35896,47587,33475,38204,41490,43611,40102,41489,42091,52591,53351,48759,54675,49084,49857,52192,55648,59450,55127,59150,61128,67608,66583,69072,72458,77650,88335,68451,73197,84667,74157,68416,70145,86873,68816,61558,60958,54881,58610,52497,60775,59157,60195,56367,46342,55371,52996,51215,50944,46500,46467,40699,45276,46610,39504,40874
"음식서비스","모바일쇼핑",150546,145165,161602,166271,179426,170090,197324,219093,209012,210551,246210,298964,309665,288800,325867,318369,355920,374849,415437,453319,423648,460967,468405,577758,568558,566204,639833,637236,692525,722286,773268,857555,799765,854572,965853,991679,997237,1066259,1180004,1185498,1232463,1184989,1305403,1592020,1529457,1477922,1572480,2110502,1961804,1762520,1905016,1921028,2082063,1919457,2317210,2359649,2127649,2207517,2024799,2394098,2335576,2193026,2329482,2042598,2018882,2021803,2205700,2188435,1914052,2050103
"기타서비스","계",65597,40733,35946,53217,43491,41104,52019,52619,124287,52464,56711,56692,73143,57680,61834,62168,58382,59336,62419,62096,133184,75523,75220,78190,97802,77885,78986,79595,90207,87966,96756,129122,174802,121149,134574,180256,163697,152190,70484,120736,95438,99843,109815,156855,135657,153745,126198,135899,167707,172090,261767,141633,155068,183801,194937,190724,214751,127148,117772,132668,126876,145051,163411,156483,154980,169324,182433,154173,218423,174761
"기타서비스","인터넷쇼핑",41810,22608,19826,21513,18357,18198,24316,21923,92102,27007,31121,31087,42361,27138,32485,28747,29079,30702,30437,28968,95345,39959,42304,43518,62056,43859,40724,42662,45501,44161,44998,58226,115446,63323,78458,93809,74480,61751,29592,47424,35732,39712,42454,56973,71031,92338,49916,64151,72520,67551,107961,56850,58544,72856,78690,73467,123579,54671,52044,60742,57669,57299,65549,62684,58494,70614,76803,58227,127892,81313
"기타서비스","모바일쇼핑",23788,18125,16120,31704,25133,22907,27703,30697,32185,25456,25590,25605,30782,30542,29349,33421,29302,28634,31983,33127,37839,35564,32916,34672,35746,34027,38262,36933,44706,43805,51758,70896,59355,57826,56116,86448,89217,90439,40892,73312,59706,60131,67361,99882,64626,61407,76282,71748,95187,104539,153806,84783,96524,110945,116247,117257,91172,72477,65728,71926,69207,87752,97862,93799,96486,98710,105630,95946,90531,93448
"기타","계",144492,141578,175648,163064,164517,180332,169045,179305,192273,171293,219066,273094,227959,224621,277245,221213,222905,200405,201779,202654,220440,241164,311896,313984,223939,221598,327742,195957,195838,161668,182308,203535,192953,206265,206900,213645,327892,320307,320078,248943,321848,291553,315220,366650,315957,296952,327924,344541,270696,253150,340055,278210,285885,243666,248823,241168,240852,253428,259739,311609,274502,281075,289315,275450,280783,260562,272887,275967,264556,261632
"기타","인터넷쇼핑",86780,80170,97661,90639,92076,99948,93311,103067,104940,96251,105278,133830,110089,91943,129620,102789,105807,95910,95215,95804,103602,111266,142644,145458,115855,117022,205975,106440,97398,74843,84678,107102,80243,97450,97884,100009,116448,115257,128385,98026,107508,106621,109039,108345,98701,111506,116238,130435,86976,83330,114914,86854,82431,84854,82861,80625,75183,79696,81513,103850,80823,75816,80232,75270,81101,70631,69607,71984,75861,85541
"기타","모바일쇼핑",57713,61409,77987,72425,72441,80383,75734,76238,87334,75041,113788,139263,117870,132678,147626,118425,117098,104495,106564,106850,116839,129898,169252,168526,108084,104577,121766,89517,98440,86824,97630,96433,112710,108815,109016,113636,211444,205051,191693,150918,214340,184932,206181,258305,217256,185446,211686,214106,183720,169820,225141,191355,203454,158812,165961,160544,165669,173732,178226,207759,193680,205259,209083,200180,199682,189931,203280,203983,188696,176091
