diet_type,cost
current,10.202821943028335
current,12.244946131027104
current,63.98206325742777
current,66.02418744542653
current,9.363973118321628
current,11.406097306320397
current,63.14321443272106
current,65.18533862071983
current,12.431100100938059
current,14.473224288936828
current,66.2103414153375
current,68.25246560333626
current,11.202540522658104
current,13.244664710656874
current,64.98178183705754
current,67.0239060250563
current,10.363691697951397
current,12.405815885950167
current,64.14293301235082
current,66.1850572003496
current,13.430818680567828
current,15.472942868566598
current,67.21005999496727
current,69.25218418296603
current,11.615412098193385
current,13.657536286192155
current,65.39465341259282
current,67.43677760059158
current,10.776563273486678
current,12.818687461485448
current,64.55580458788612
current,66.59792877588488
current,13.84369025610311
current,15.88581444410188
current,67.62293157050254
current,69.66505575850131
current,18.486495646074964
current,20.52861983407373
current,72.2657369604744
current,74.30786114847317
current,17.64764682136826
current,19.689771009367025
current,71.4268881357677
current,73.46901232376646
current,20.714773803984688
current,22.756897991983454
current,74.49401511838413
current,76.53613930638289
current,11.900312390105947
current,13.942436578104717
current,65.67955370450538
current,67.72167789250415
current,11.061463565399238
current,13.103587753398008
current,64.84070487979868
current,66.88282906779745
current,14.128590548015671
current,16.17071473601444
current,67.90783186241511
current,69.94995605041387
current,12.700310397839544
current,14.742434585838314
current,66.47955171223897
current,68.52167590023774
current,11.861461573132837
current,13.903585761131607
current,65.64070288753227
current,67.68282707553104
current,14.92858855574927
current,16.970712743748038
current,68.7078298701487
current,70.74995405814747
current,13.104651480433743
current,15.146775668432513
current,66.88389279483317
current,68.92601698283194
current,12.265802655727036
current,14.307926843725806
current,66.04504397012647
current,68.08716815812524
current,15.332929638343467
current,17.375053826342235
current,69.1121709527429
current,71.15429514074167
current,14.012112572891533
current,16.0542367608903
current,67.79135388729097
current,69.83347807528973
current,13.173263748184825
current,15.215387936183594
current,66.95250506258427
current,68.99462925058303
current,16.24039073080126
current,18.282514918800025
current,70.0196320452007
current,72.06175623319946
current,14.10536778407108
current,16.147491972069847
current,67.88460909847052
current,69.92673328646929
current,13.266518959364372
current,15.308643147363142
current,67.0457602737638
current,69.08788446176257
current,16.333645941980805
current,18.37577012997957
current,70.11288725638023
current,72.155011444379
current,13.95472931715508
current,15.99685350515385
current,67.73397063155451
current,69.77609481955328
current,13.11588049244837
current,15.15800468044714
current,66.89512180684781
current,68.93724599484658
current,16.183007475064805
current,18.22513166306357
current,69.96224878946424
current,72.004372977463
current,13.889294804556807
current,15.931418992555576
current,67.66853611895624
current,69.710660306955
current,13.050445979850098
current,15.092570167848868
current,66.82968729424954
current,68.8718114822483
current,16.117572962466532
current,18.1596971504653
current,69.89681427686597
current,71.93893846486473
current,12.246888118209847
current,14.289012306208617
current,66.02612943260928
current,68.06825362060805
current,11.408039293503139
current,13.450163481501908
current,65.18728060790258
current,67.22940479590135
current,14.475166276119571
current,16.51729046411834
current,68.25440759051901
current,70.29653177851777
current,12.427322168405732
current,14.469446356404502
current,66.20656348280517
current,68.24868767080393
current,11.588473343699023
current,13.630597531697793
current,65.36771465809846
current,67.40983884609723
current,14.655600326315456
current,16.697724514314224
current,68.4348416407149
current,70.47696582871366
current,12.458645963501995
current,14.500770151500765
current,66.23788727790144
current,68.2800114659002
current,11.619797138795287
current,13.661921326794056
current,65.39903845319472
current,67.44116264119349
current,14.68692412141172
current,16.729048309410487
current,68.46616543581115
current,70.50828962380992
current,12.728863124357508
current,14.770987312356278
current,66.50810443875694
current,68.55022862675571
current,11.890014299650801
current,13.93213848764957
current,65.66925561405023
current,67.711379802049
current,14.957141282267232
current,16.999265470266
current,68.73638259666667
current,70.77850678466544
current,13.736410336601677
current,15.778534524600447
current,67.51565165100111
current,69.55777583899987
current,12.897561511894969
current,14.939685699893738
current,66.6768028262944
current,68.71892701429317
current,15.964688494511401
current,18.00681268251017
current,69.74392980891083
current,71.7860539969096
current,14.736128916231449
current,16.778253104230217
current,68.51537023063088
current,70.55749441862964
current,13.89728009152474
current,15.93940427952351
current,67.67652140592418
current,69.71864559392294
current,16.964407074141175
current,19.00653126213994
current,70.7436483885406
current,72.78577257653937
current,15.149000491766726
current,17.191124679765494
current,68.92824180616616
current,70.97036599416492
current,14.31015166706002
current,16.35227585505879
current,68.08939298145945
current,70.13151716945822
current,17.37727864967645
current,19.419402837675218
current,71.15651996407588
current,73.19864415207465
sustainable,14.112410176214093
sustainable,19.07074038912202
sustainable,52.72257480330373
sustainable,57.68090501621165
sustainable,12.994401000441185
sustainable,17.95273121334911
sustainable,51.60456562753082
sustainable,56.56289584043874
sustainable,17.082236625680068
sustainable,22.040566838587996
sustainable,55.692401252769706
sustainable,60.65073146567764
sustainable,7.534930179940501
sustainable,12.493260392848427
sustainable,46.145094807030134
sustainable,51.10342501993806
sustainable,6.416921004167591
sustainable,11.375251217075517
sustainable,45.02708563125722
sustainable,49.985415844165146
sustainable,10.504756629406474
sustainable,15.4630868423144
sustainable,49.11492125649611
sustainable,54.07325146940404
sustainable,8.333871036643444
sustainable,13.29220124955137
sustainable,46.944035663733075
sustainable,51.902365876641
sustainable,7.215861860870534
sustainable,12.17419207377846
sustainable,45.82602648796017
sustainable,50.7843567008681
sustainable,11.303697486109419
sustainable,16.262027699017345
sustainable,49.91386211319905
sustainable,54.87219232610698
sustainable,8.737677805916775
sustainable,13.6960080188247
sustainable,47.347842433006406
sustainable,52.30617264591433
sustainable,7.619668630143866
sustainable,12.577998843051791
sustainable,46.2298332572335
sustainable,51.18816347014143
sustainable,11.70750425538275
sustainable,16.665834468290676
sustainable,50.31766888247238
sustainable,55.275999095380314
sustainable,9.643939741101798
sustainable,14.602269954009724
sustainable,48.254104368191435
sustainable,53.21243458109936
sustainable,8.52593056532889
sustainable,13.484260778236816
sustainable,47.13609519241852
sustainable,52.09442540532645
sustainable,12.613766190567773
sustainable,17.572096403475697
sustainable,51.223930817657404
sustainable,56.18226103056533
sustainable,9.737071720921195
sustainable,14.695401933829121
sustainable,48.34723634801083
sustainable,53.30556656091876
sustainable,8.619062545148285
sustainable,13.577392758056211
sustainable,47.22922717223792
sustainable,52.18755738514585
sustainable,12.706898170387168
sustainable,17.665228383295094
sustainable,51.3170627974768
sustainable,56.27539301038473
sustainable,9.586632314014116
sustainable,14.544962526922042
sustainable,48.19679694110375
sustainable,53.15512715401168
sustainable,8.468623138241206
sustainable,13.426953351149132
sustainable,47.07878776533084
sustainable,52.03711797823877
sustainable,12.556458763480089
sustainable,17.514788976388015
sustainable,51.166623390569725
sustainable,56.12495360347765
sustainable,9.521284269334219
sustainable,14.479614482242145
sustainable,48.131448896423855
sustainable,53.089779109331786
sustainable,8.403275093561309
sustainable,13.361605306469235
sustainable,47.01343972065094
sustainable,51.971769933558875
sustainable,12.491110718800192
sustainable,17.449440931708118
sustainable,51.101275345889825
sustainable,56.059605558797756
sustainable,7.881047928293672
sustainable,12.839378141201598
sustainable,46.491212555383306
sustainable,51.44954276829124
sustainable,6.763038752520762
sustainable,11.721368965428688
sustainable,45.373203379610395
sustainable,50.331533592518326
sustainable,10.850874377759647
sustainable,15.809204590667573
sustainable,49.461039004849276
sustainable,54.41936921775721
sustainable,8.061243545343116
sustainable,13.019573758251042
sustainable,46.67140817243275
sustainable,51.62973838534067
sustainable,6.943234369570208
sustainable,11.901564582478134
sustainable,45.553398996659844
sustainable,50.511729209567775
sustainable,11.03106999480909
sustainable,15.989400207717017
sustainable,49.641234621898725
sustainable,54.59956483480666
sustainable,8.09252594785846
sustainable,13.050856160766386
sustainable,46.70269057494809
sustainable,51.66102078785602
sustainable,6.974516772085552
sustainable,11.932846984993478
sustainable,45.58468139917519
sustainable,50.54301161208312
sustainable,11.062352397324435
sustainable,16.020682610232363
sustainable,49.67251702441407
sustainable,54.630847237322
sustainable,8.362386032387112
sustainable,13.320716245295039
sustainable,46.972550659476745
sustainable,51.93088087238468
sustainable,7.2443768566142035
sustainable,12.20270706952213
sustainable,45.854541483703834
sustainable,50.812871696611765
sustainable,11.332212481853086
sustainable,16.29054269476101
sustainable,49.94237710894272
sustainable,54.900707321850646
sustainable,9.368601829348291
sustainable,14.326932042256217
sustainable,47.978766456437924
sustainable,52.93709666934585
sustainable,8.250592653575383
sustainable,13.20892286648331
sustainable,46.86075728066502
sustainable,51.81908749357295
sustainable,12.338428278814268
sustainable,17.296758491722194
sustainable,50.9485929059039
sustainable,55.90692311881183
sustainable,10.366999338779634
sustainable,15.32532955168756
sustainable,48.977163965869266
sustainable,53.93549417877719
sustainable,9.248990163006724
sustainable,14.207320375914652
sustainable,47.85915479009636
sustainable,52.81748500300429
sustainable,13.336825788245607
sustainable,18.295156001153533
sustainable,51.94699041533524
sustainable,56.905320628243174
sustainable,10.779325328441717
sustainable,15.737655541349643
sustainable,49.38948995553135
sustainable,54.347820168439284
sustainable,9.661316152668808
sustainable,14.619646365576735
sustainable,48.27148077975844
sustainable,53.22981099266637
sustainable,13.749151777907693
sustainable,18.70748199081562
sustainable,52.35931640499732
sustainable,57.317646617905254
sustainable,16.556680200368625
sustainable,21.515010413276553
sustainable,55.16684482745826
sustainable,60.12517504036619
sustainable,15.438671024595719
sustainable,20.397001237503645
sustainable,54.04883565168535
sustainable,59.007165864593276
sustainable,19.5265066498346
sustainable,24.48483686274253
sustainable,58.13667127692424
sustainable,63.09500148983217
sustainable,9.979200204095035
sustainable,14.93753041700296
sustainable,48.58936483118467
sustainable,53.54769504409259
sustainable,8.861191028322125
sustainable,13.819521241230051
sustainable,47.471355655411756
sustainable,52.42968586831968
sustainable,12.949026653561008
sustainable,17.907356866468934
sustainable,51.559191280650644
sustainable,56.517521493558576
sustainable,10.778141060797976
sustainable,15.736471273705902
sustainable,49.38830568788761
sustainable,54.34663590079553
sustainable,9.660131885025068
sustainable,14.618462097932994
sustainable,48.270296512114705
sustainable,53.228626725022636
sustainable,13.747967510263953
sustainable,18.70629772317188
sustainable,52.358132137353586
sustainable,57.31646235026152
sustainable,11.181947830071307
sustainable,16.140278042979233
sustainable,49.79211245716094
sustainable,54.750442670068864
sustainable,10.063938654298399
sustainable,15.022268867206325
sustainable,48.674103281388035
sustainable,53.63243349429597
sustainable,14.151774279537284
sustainable,19.11010449244521
sustainable,52.761938906626916
sustainable,57.72026911953485
sustainable,12.088209765256332
sustainable,17.046539978164258
sustainable,50.69837439234596
sustainable,55.65670460525389
sustainable,10.970200589483424
sustainable,15.92853080239135
sustainable,49.58036521657306
sustainable,54.53869542948098
sustainable,15.058036214722305
sustainable,20.01636642763023
sustainable,53.66820084181194
sustainable,58.62653105471986
sustainable,12.181341745075725
sustainable,17.13967195798365
sustainable,50.79150637216536
sustainable,55.74983658507328
sustainable,11.063332569302817
sustainable,16.021662782210743
sustainable,49.673497196392454
sustainable,54.631827409300385
sustainable,15.151168194541702
sustainable,20.109498407449628
sustainable,53.761332821631335
sustainable,58.719663034539266
sustainable,12.030902338168646
sustainable,16.989232551076572
sustainable,50.64106696525828
sustainable,55.599397178166214
sustainable,10.912893162395738
sustainable,15.871223375303664
sustainable,49.52305778948537
sustainable,54.4813880023933
sustainable,15.000728787634623
sustainable,19.95905900054255
sustainable,53.61089341472425
sustainable,58.569223627632184
sustainable,11.965554293488749
sustainable,16.923884506396675
sustainable,50.57571892057838
sustainable,55.534049133486306
sustainable,10.84754511771584
sustainable,15.805875330623767
sustainable,49.45770974480548
sustainable,54.41603995771341
sustainable,14.935380742954726
sustainable,19.89371095586265
sustainable,53.54554537004436
sustainable,58.50387558295229
sustainable,10.325317952448204
sustainable,15.28364816535613
sustainable,48.93548257953784
sustainable,53.89381279244577
sustainable,9.207308776675296
sustainable,14.165638989583222
sustainable,47.81747340376493
sustainable,52.77580361667286
sustainable,13.29514440191418
sustainable,18.253474614822107
sustainable,51.90530902900381
sustainable,56.86363924191174
sustainable,10.50551356949765
sustainable,15.463843782405576
sustainable,49.11567819658728
sustainable,54.07400840949521
sustainable,9.38750439372474
sustainable,14.345834606632668
sustainable,47.99766902081438
sustainable,52.95599923372231
sustainable,13.475340018963623
sustainable,18.43367023187155
sustainable,52.08550464605326
sustainable,57.04383485896119
sustainable,10.536795972012994
sustainable,15.49512618492092
sustainable,49.14696059910263
sustainable,54.10529081201055
sustainable,9.418786796240084
sustainable,14.377117009148012
sustainable,48.02895142332972
sustainable,52.987281636237654
sustainable,13.506622421478967
sustainable,18.464952634386893
sustainable,52.116787048568604
sustainable,57.075117261476535
sustainable,10.806656056541646
sustainable,15.764986269449572
sustainable,49.41682068363128
sustainable,54.37515089653921
sustainable,9.688646880768736
sustainable,14.646977093676663
sustainable,48.29881150785837
sustainable,53.2571417207663
sustainable,13.77648250600762
sustainable,18.734812718915546
sustainable,52.386647133097256
sustainable,57.34497734600518
sustainable,11.812871853502825
sustainable,16.77120206641075
sustainable,50.42303648059246
sustainable,55.38136669350038
sustainable,10.694862677729917
sustainable,15.653192890637843
sustainable,49.30502730481955
sustainable,54.263357517727485
sustainable,14.782698302968802
sustainable,19.741028515876728
sustainable,53.392862930058435
sustainable,58.351193142966366
sustainable,12.811269362934167
sustainable,17.769599575842093
sustainable,51.4214339900238
sustainable,56.379764202931725
sustainable,11.693260187161256
sustainable,16.651590400069182
sustainable,50.30342481425089
sustainable,55.26175502715881
sustainable,15.78109581240014
sustainable,20.739426025308067
sustainable,54.39126043948978
sustainable,59.34959065239771
sustainable,13.22359535259625
sustainable,18.181925565504176
sustainable,51.83375997968589
sustainable,56.79209019259382
sustainable,12.105586176823342
sustainable,17.06391638973127
sustainable,50.715750803912975
sustainable,55.67408101682091
sustainable,16.193421802062222
sustainable,21.15175201497015
sustainable,54.803586429151856
sustainable,59.76191664205979
sustainable,14.410854459999785
sustainable,19.36918467290771
sustainable,53.02101908708942
sustainable,57.97934929999735
sustainable,13.292845284226873
sustainable,18.2511754971348
sustainable,51.90300991131651
sustainable,56.86134012422444
sustainable,17.380680909465756
sustainable,22.339011122373684
sustainable,55.99084553655539
sustainable,60.94917574946332
sustainable,7.833374463726189
sustainable,12.791704676634115
sustainable,46.443539090815825
sustainable,51.40186930372376
sustainable,6.715365287953281
sustainable,11.673695500861207
sustainable,45.325529915042914
sustainable,50.283860127950845
sustainable,10.803200913192164
sustainable,15.76153112610009
sustainable,49.413365540281795
sustainable,54.37169575318973
sustainable,8.632315320429132
sustainable,13.590645533337058
sustainable,47.24247994751877
sustainable,52.2008101604267
sustainable,7.514306144656224
sustainable,12.47263635756415
sustainable,46.124470771745855
sustainable,51.08280098465379
sustainable,11.602141769895107
sustainable,16.560471982803033
sustainable,50.212306396984744
sustainable,55.17063660989267
sustainable,9.036122089702463
sustainable,13.994452302610389
sustainable,47.6462867167921
sustainable,52.60461692970003
sustainable,7.918112913929555
sustainable,12.876443126837481
sustainable,46.528277541019186
sustainable,51.48660775392712
sustainable,12.005948539168438
sustainable,16.964278752076364
sustainable,50.616113166258074
sustainable,55.574443379166
sustainable,9.942384024887486
sustainable,14.900714237795412
sustainable,48.55254865197712
sustainable,53.51087886488504
sustainable,8.824374849114578
sustainable,13.782705062022504
sustainable,47.434539476204215
sustainable,52.392869689112146
sustainable,12.912210474353463
sustainable,17.87054068726139
sustainable,51.522375101443096
sustainable,56.48070531435103
sustainable,10.035516004706883
sustainable,14.99384621761481
sustainable,48.645680631796516
sustainable,53.60401084470445
sustainable,8.917506828933973
sustainable,13.875837041841901
sustainable,47.527671456023604
sustainable,52.486001668931536
sustainable,13.005342454172856
sustainable,17.963672667080782
sustainable,51.61550708126249
sustainable,56.57383729417042
sustainable,9.885076597799804
sustainable,14.84340681070773
sustainable,48.49524122488943
sustainable,53.453571437797365
sustainable,8.767067422026894
sustainable,13.72539763493482
sustainable,47.37723204911653
sustainable,52.33556226202445
sustainable,12.854903047265777
sustainable,17.813233260173703
sustainable,51.46506767435541
sustainable,56.423397887263334
sustainable,9.819728553119907
sustainable,14.778058766027833
sustainable,48.42989318020954
sustainable,53.38822339311747
sustainable,8.701719377346997
sustainable,13.660049590254923
sustainable,47.31188400443663
sustainable,52.27021421734456
sustainable,12.78955500258588
sustainable,17.747885215493806
sustainable,51.399719629675516
sustainable,56.35804984258344
sustainable,8.17949221207936
sustainable,13.137822424987286
sustainable,46.78965683916899
sustainable,51.74798705207692
sustainable,7.061483036306451
sustainable,12.019813249214376
sustainable,45.67164766339609
sustainable,50.62997787630401
sustainable,11.149318661545335
sustainable,16.10764887445326
sustainable,49.75948328863497
sustainable,54.71781350154289
sustainable,8.359687829128806
sustainable,13.318018042036732
sustainable,46.96985245621844
sustainable,51.92818266912637
sustainable,7.241678653355896
sustainable,12.200008866263822
sustainable,45.85184328044553
sustainable,50.81017349335346
sustainable,11.32951427859478
sustainable,16.287844491502707
sustainable,49.93967890568441
sustainable,54.89800911859234
sustainable,8.39097023164415
sustainable,13.349300444552076
sustainable,47.001134858733785
sustainable,51.959465071641716
sustainable,7.2729610558712405
sustainable,12.231291268779167
sustainable,45.88312568296087
sustainable,50.841455895868805
sustainable,11.360796681110125
sustainable,16.31912689401805
sustainable,49.970961308199755
sustainable,54.929291521107686
sustainable,8.6608303161728
sustainable,13.619160529080727
sustainable,47.27099494326244
sustainable,52.22932515617036
sustainable,7.542821140399893
sustainable,12.501151353307819
sustainable,46.152985767489525
sustainable,51.11131598039745
sustainable,11.630656765638777
sustainable,16.588986978546703
sustainable,50.240821392728414
sustainable,55.199151605636345
sustainable,9.667046113133983
sustainable,14.62537632604191
sustainable,48.277210740223616
sustainable,53.23554095313155
sustainable,8.549036937361073
sustainable,13.507367150269
sustainable,47.159201564450704
sustainable,52.117531777358636
sustainable,12.636872562599956
sustainable,17.595202775507882
sustainable,51.24703718968959
sustainable,56.20536740259752
sustainable,10.665443622565322
sustainable,15.623773835473248
sustainable,49.27560824965496
